BW: Transaction Key;Reason for Mvt.;Order Type;Technical Movement/r;Movement Area;Sort Area Movement;Sort Area Movement;Material Movement -;Movement Reason Desc;Sort area industrial;IPM Movement Nature;Consum. w/o order
105;9010;;702;UTILISATION;2;170;PERTE;3PL;260;LOSS_ON_RETURN;X
105;9010;;704;UTILISATION;2;170;PERTE;3PL;260;LOSS_ON_RETURN;
105;9010;;706;UTILISATION;2;170;PERTE;3PL;260;LOSS_ON_RETURN;
105;9010;;708;UTILISATION;2;170;PERTE;3PL;260;LOSS_ON_RETURN;
105;9011;;702;UTILISATION;2;500;INVENTAIRE;;600;STK_DISCREPANCY;X
105;9011;;704;UTILISATION;2;500;INVENTAIRE;;600;STK_DISCREPANCY;
105;9011;;706;UTILISATION;2;500;INVENTAIRE;;600;STK_DISCREPANCY;
105;9011;;708;UTILISATION;2;500;INVENTAIRE;;600;STK_DISCREPANCY;
105;9012;;702;UTILISATION;2;170;PERTE;TRI PRODUIT;250;STOCK_LOSS;X
105;9012;;704;UTILISATION;2;170;PERTE;TRI PRODUIT;250;STOCK_LOSS;
105;9012;;706;UTILISATION;2;170;PERTE;TRI PRODUIT;250;STOCK_LOSS;
105;9012;;708;UTILISATION;2;170;PERTE;TRI PRODUIT;250;STOCK_LOSS;
105;9013;;702;UTILISATION;2;172;CHGT CODE ARTICLE;;220;CATEGORY_CHANGE;X
105;9013;;704;UTILISATION;2;172;CHGT CODE ARTICLE;;220;CATEGORY_CHANGE;
105;9013;;706;UTILISATION;2;172;CHGT CODE ARTICLE;;220;CATEGORY_CHANGE;
105;9013;;708;UTILISATION;2;172;CHGT CODE ARTICLE;;220;CATEGORY_CHANGE;
105;9014;;702;UTILISATION;2;302;PERTE;AJUSTEMENT PRODUCT.;210;GROSS_PROD;X
105;9014;;704;UTILISATION;2;302;PERTE;AJUSTEMENT PRODUCT.;210;GROSS_PROD;
105;9014;;706;UTILISATION;2;302;PERTE;AJUSTEMENT PRODUCT.;210;GROSS_PROD;
105;9014;;708;UTILISATION;2;302;PERTE;AJUSTEMENT PRODUCT.;210;GROSS_PROD;
105;9014;ZP20;702;UTILISATION;2;302;PERTE;AJUSTEMENT PRODUCT.;210;GROSS_PROD;X
105;9014;ZP20;704;UTILISATION;2;302;PERTE;AJUSTEMENT PRODUCT.;210;GROSS_PROD;
105;9014;ZP20;706;UTILISATION;2;302;PERTE;AJUSTEMENT PRODUCT.;210;GROSS_PROD;
105;9014;ZP20;708;UTILISATION;2;302;PERTE;AJUSTEMENT PRODUCT.;210;GROSS_PROD;
105;9015;;702;UTILISATION;2;111;ACHAT;;600;STK_DISCREPANCY;X
105;9015;;708;UTILISATION;2;111;ACHAT;;600;STK_DISCREPANCY;
106;0000;;551;UTILISATION;2;171;PERTE;;900;ZTEC;X
106;0000;;552;UTILISATION;2;171;PERTE;;900;ZTEC;X
106;0000;;555;UTILISATION;2;171;PERTE;;900;ZTEC;
106;0000;;561;DISPONIBLE;1;100;INIT;;100;INIT_STK;
106;0000;;562;DISPONIBLE;1;100;INIT;;100;INIT_STK;
106;9200;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9201;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9202;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9203;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9204;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9205;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9206;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9207;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9208;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9209;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9210;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9211;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9212;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9213;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9214;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9215;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9216;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9217;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9218;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9219;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
106;9220;;551;UTILISATION;2;171;PERTE;;250;N_STOCK_LOSS;X
110;0000;;301;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;302;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;303;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;304;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;309;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;311;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;312;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;313;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;314;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;321;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;322;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;323;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;325;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;326;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;343;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;344;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;349;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0000;;350;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
110;0001;;344;UTILISATION;2;190;INTRASITE;;220;CATEGORY_CHANGE;
